movie_id,title,release_date,metascore,userscore,production_budget,worldwide_box_office,rating_id
beowulf,Beowulf,2007-11-16,59.0,6.3,150000000.0,195080579.0,1.0
oklahoma-city,Oklahoma City,2017-02-05,74.0,6.4,,,0.0
wheeler-(2017),Wheeler,2017-02-03,,,,,
fifty-shades-darker,Fifty Shades Darker,2017-02-10,33.0,3.0,55000000.0,381367046.0,2.0
youth-in-oregon-(2017),Youth in Oregon,2017-02-03,,,,,
vinganca-la-(brazil)-(2017),La VinganÃƒÂ§a,2017-02-03,,,,34048.0,
ve-si-sai-gon-(vietnam)-(saigon-bodyguards),Ve Si Sai Gon,2017-02-03,,,,,
sahara-(france),Sahara,2017-02-03,,,,8061843.0,
rings-(2017),Rings,2017-02-03,,,25000000.0,82917283.0,
raid-dingue-(france),Raid Dingue,2017-02-03,,,,36360000.0,
pork-pie-(nz),Pork Pie,2017-02-03,,,,801623.0,
north-east-past-po-ma-zhang-fei-(china),North East: Past Po Ma Zhang Fei,2017-02-03,,,,15208575.0,
safari-(austria),Safari,2017-02-03,,,,2852.0,
nenu-local-(india)-(2017),Nenu Local,2017-02-03,,,,14372.0,
kimi-to-100-kaime-no-koi-(japan),Kimi to 100 Kaime no Koi,2017-02-03,,,,5710123.0,
jomonte-suvisheshangal-(india)-(2017),Jomonte Suvisheshangal,2017-02-03,,,,28447.0,
growing-up-smith,Growing up Smith,2017-02-03,,,2000000.0,,
i-am-not-your-negro,I Am Not Your Negro,2017-02-03,95.0,5.3,1000000.0,9617402.0,1.0
firildak-ailesi-(turkey),FÃ„Â±rÃ„Â±ldak Ailesi,2017-02-03,,,,1043178.0,
idea-de-un-lago-la-(argentina),La Idea de un Lago,2017-02-03,,,,9675.0,
hymyileva-mies-(finland),HymyilevÃƒÂ¤ mies,2017-04-21,,,,30227.0,
grace-of-jake,Grace of Jake,2017-02-03,,,,,
ogni-bolshoy-derevni-(russia)-(2017),Ogni bolshoy derevni,2017-02-03,,,,83670.0,
et-les-mistrals-gagnants-(france),Et les mistrals gagnants,2017-02-03,,,,1517093.0,
mister-foe,Mister Foe,2008-09-05,62.0,5.8,,,2.0
surfer-dude,"Surfer, Dude",2008-09-05,,,6000000.0,,
secret-un,Un secret,2008-09-10,,,,16173558.0,
ping-pong-playa,Ping Pong Playa,2008-09-05,55.0,7.1,,,1.0
save-me,Save Me,2008-09-05,56.0,5.2,,,0.0
jakes-corner,Jake's Corner,2008-09-05,,,,,
eloise,Eloise,2017-02-03,,,,372137.0,
everybody-wants-to-be-italian,Everybody Wants to Be Italian,2008-09-05,26.0,,3000000.0,,2.0
bangkok-dangerous-(2008),Bangkok Dangerous,2008-09-05,,,45000000.0,46598133.0,
august-evening,August Evening,2008-09-05,68.0,,,,1.0
young-people-fucking,Young People Fucking,2008-08-29,,,,,
pool-the,The Pool,2008-01-31,,,,,
twentieth-century-boys,Twentieth Century Boys,2008-08-30,,,,34571688.0,
sukiyaki-western-django,Sukiyaki Western Django,2008-08-29,55.0,6.7,,,2.0
year-of-the-fish,Year of the Fish,2008-08-29,53.0,7.3,,,0.0
my-mexican-shivah,My Mexican Shivah,2008-08-29,,,,,
goal-2-living-the-dream,Goal! 2: Living the Dream...,2008-08-29,,,,4259067.0,
college-(2008),College,2008-08-29,,,6000000.0,6176114.0,
obsluhoval-jsem-anglickeho-krale,Obsluhoval jsem anglickÃƒÂ©ho krÃƒÂ¡le,2008-08-29,,,4900000.0,7174984.0,
disaster-movie,Disaster Movie,2008-08-29,15.0,1.4,20000000.0,36720752.0,0.0
ce-qu-il-faut-pour-vivre,Ce qu'il faut pour vivre,2008-08-29,,,,,
babylon-ad,Babylon A.D.,2008-08-29,26.0,5.7,45000000.0,70216497.0,1.0
antarctica-(2008),Antarctica,2008-08-29,,,,,
traitor,Traitor,2008-08-27,61.0,8.5,22000000.0,27882226.0,1.0
another-gay-sequel,Another Gay Sequel,2008-08-29,,,,,
trouble-the-water,Trouble the Water,2008-08-22,83.0,7.9,,522751.0,0.0
blue-(2009),BLUE,2009-10-16,,,,8125973.0,
black-dynamite,Black Dynamite,2009-10-16,65.0,8.4,,424053.0,2.0
all-the-best-fun-begins,All the Best: Fun Begins,2009-10-16,,,,7925046.0,
wedding-song-the,The Wedding Song,2009-10-09,,,,,
visual-acoustics,Visual Acoustics,2009-10-09,67.0,,,,0.0
trucker,Trucker,2009-10-09,61.0,7.3,1500000.0,,2.0
peter-and-vandy,Peter and Vandy,2009-10-09,44.0,6.4,,,0.0
passport-to-love,Passport to Love,2009-10-09,,,,,
food-beware,Food Beware,2009-10-16,,,,,
from-mexico-with-love,From Mexico with Love,2009-10-09,,,,,
st-trinians,St. TrinianÃ¢â‚¬â„¢s,2009-10-09,39.0,5.8,11400000.0,29830239.0,1.0
good-hair,Good Hair,2009-10-09,72.0,7.0,,4222942.0,1.0
free-style,Free Style,2009-10-09,,,10000000.0,721108.0,
education-an,An Education,2009-10-09,,,7500000.0,29652736.0,
damned-united-the,The Damned United,2009-10-09,,,6400000.0,4199874.0,
adventures-of-power,Adventures of Power,2009-10-09,39.0,7.2,,,1.0
yes-men-fix-the-world-the,The Yes Men Fix the World,2009-10-07,,,,,
couples-retreat,Couples Retreat,2009-10-09,23.0,5.7,60000000.0,172450423.0,2.0
zombieland-(2009),Zombieland,2009-10-02,,,23600000.0,102236596.0,
wake-up-sid,Wake Up Sid,2009-10-02,,,,7691919.0,
5150-rue-des-ormes,"5150, Rue des Ormes",2009-10-09,,,,,
toy-story-3d-double-feature,Toy Story 3D Double Feature,2009-10-02,,,,35868069.0,
whip-it,Whip It,2009-10-02,68.0,6.8,15000000.0,18889972.0,1.0
serious-man-a,A Serious Man,2009-10-02,,,7000000.0,30360570.0,
more-than-a-game,More Than a Game,2009-10-02,59.0,5.2,,960387.0,1.0
life-above-all,"Life, Above All",2011-07-15,65.0,7.1,,,1.0
girlfriend,Girlfriend,2011-07-15,,,,,
ranchero,Ranchero,2011-07-15,,,,,
gang-de-qin-(china)-(2011),Gang de qin,2011-07-15,,,,989775.0,
lucky-(2011),Lucky,2011-07-15,,,,,
third-star,Third Star,2011-07-09,,,,,
fase-7,Fase 7,2011-07-13,,,,,
daylight-(2010),Daylight,2011-07-15,,,,,
ward-the,The Ward,2011-07-08,,,,1252014.0,
harry-potter-and-the-deathly-hallows-part-ii,Harry Potter and the Deathly Hallows: Part II,2011-07-15,,,125000000.0,1328766590.0,
zookeeper,Zookeeper,2011-07-08,30.0,4.5,80000000.0,170805525.0,1.0
sholem-aleichem-laughing-in-the-darkness,Sholem Aleichem: Laughing in the Darkness,2011-07-08,77.0,,500000.0,,0.0
project-nim,Project Nim,2011-07-08,83.0,7.5,,1583533.0,0.0
romeo-and-juliet-in-yiddish,Romeo and Juliet in Yiddish,2011-07-08,,,,,
nannerl-la-soeur-de-mozart-(france),Nannerl la soeur de Mozart,2011-08-19,,,4500000.0,2404639.0,
horrible-bosses,Horrible Bosses,2011-07-08,57.0,7.5,35000000.0,212417601.0,2.0
gekijouban-trigun-badlands-rumble,Gekijouban Trigun: Badlands Rumble,2011-07-08,,,,,
ledge-the,The Ledge,2011-07-08,,,,336776.0,
ironclad,Ironclad,2011-07-08,42.0,6.6,25000000.0,5297411.0,2.0
cilada-com,Cilada.com,2011-07-08,,,,14563149.0,
chameleon-the,The Chameleon,2011-07-08,,,,,
chillar-party,Chillar Party,2011-07-08,,,,1662597.0,
beats-rhymes-and-life-the-travels-of-a-tribe-called-quest,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",2011-07-08,,,,,
fading-of-the-cries,Fading of the Cries,2011-07-08,,,,,
wall-street-2-money-never-sleeps-(2010),Wall Street 2: Money Never Sleeps,2010-09-24,,,70000000.0,137431619.0,
like-dandelion-dust,Like Dandelion Dust,2010-09-24,,,,,
waiting-for-superman,Waiting for Superman,2010-09-24,81.0,7.3,,6446066.0,1.0
belle-endormie-la,La belle endormie,2011-07-08,,,,,
mothers-courage-talking-back-to-autism-a,A Mother's Courage: Talking Back to Autism,2010-09-24,,,,,
virginity-hit-the,The Virginity Hit,2010-09-24,,,2000000.0,,
howl,Howl,2010-09-24,63.0,6.7,,,0.0
legend-of-the-guardians-the-owls-of-gahoole,Legend of the Guardians: The Owls of Ga'Hoole,2010-09-24,53.0,7.0,100000000.0,139716717.0,1.0
enter-the-void,Enter the Void,2010-09-24,69.0,7.1,16000000.0,1467278.0,0.0
kray,Kray,2010-09-23,,,,,
you-will-meet-a-tall-dark-stranger,You Will Meet a Tall Dark Stranger,2010-09-22,51.0,6.3,15000000.0,38535748.0,2.0
buried,Buried,2010-09-24,65.0,5.7,1987650.0,21270290.0,2.0
wild-hunt-the,The Wild Hunt,2010-09-17,,,,,
sweethearts-of-the-prison-rodeo,Sweethearts of the Prison Rodeo,2010-09-17,,,,,
town-the-(2010),The Town,2010-09-17,,,37000000.0,152566881.0,
queen-of-the-sun,Queen of the Sun,2010-09-17,,,,,
superstar-the-unlikely-rise-of-juan-frances-el,El SÃƒÂºperstar: The Unlikely Rise of Juan FrancÃƒÂ©s,2010-09-17,,,,,
other-city-the,The Other City,2010-09-17,,,,,
picture-me-a-models-diary,Picture Me: A Model's Diary,2010-09-17,,,,,
temptation-of-st-tony-the,The Temptation of St. Tony,2010-09-17,,,,,
jack-goes-boating,Jack Goes Boating,2010-09-17,64.0,7.0,,,2.0
incendies,Incendies,2010-09-17,80.0,8.1,6800000.0,16025025.0,2.0
freebie-the,The Freebie,2010-09-17,,,,,
easy-a,Easy A,2010-09-17,72.0,7.2,8000000.0,76200721.0,1.0
flickan,Flickan,2010-09-17,,,,,
devil,Devil,2010-09-17,44.0,8.5,10000000.0,63354114.0,1.0
contracorriente,Contracorriente,2010-09-17,,,,,
sx-tape,SX_TAPE,2014-05-16,,,,,
two-faces-of-january-the,The Two Faces of January,2014-09-26,,,,10201340.0,
short-history-of-decay-a,A Short History of Decay,2014-05-16,,,,,
wolf-creek-2,Wolf Creek 2,2014-05-16,44.0,6.0,,165329.0,0.0
night-in-old-mexico-a,A Night in Old Mexico,2014-05-16,,,,,
people-uncounted-a,A People Uncounted,2014-05-16,,,,,
next-year-jerusalem,Next Year Jerusalem,2014-05-16,,,,,
don-peyote,Don Peyote,2014-05-16,14.0,3.0,,,0.0
immigrant-the,The Immigrant,2014-05-16,,,16000000.0,7585011.0,
million-dollar-arm,Million Dollar Arm,2014-05-10,56.0,7.1,25000000.0,39217912.0,1.0
discoverers-the,The Discoverers,2014-05-16,,,,,
casse-tete-chinois,Casse-tÃƒÂªte chinois,2014-05-16,,,,,
maybe-this-time-(philippines),Maybe This Time,2014-05-16,,,,90625.0,
praia-do-futuro,Praia do Futuro,2014-02-27,,,4000000.0,760678.0,
do-lado-de-fora,Do Lado de Fora,2014-05-15,,,,,
sign-painters,Sign Painters,2014-05-13,,,,,
yeux-jaunes-des-crocodiles-les-(france)-(2014),Les yeux jaunes des crocodiles,2014-11-28,,,,624903.0,
stage-fright,Stage Fright,2014-05-09,39.0,8.1,,7126.0,2.0
grace-of-monaco,Grace of Monaco,2014-05-15,,,30000000.0,25199891.0,
godzilla-(2014),Godzilla,2014-05-16,,,160000000.0,529076069.0,
palo-alto,Palo Alto,2014-05-09,69.0,6.8,1000000.0,1156309.0,2.0
evocateur-the-morton-downey-jr-movie,Evocateur: The Morton Downey Jr. Movie,2013-06-07,,,,,
moms-night-out,MomsÃ¢â‚¬â„¢ Night Out,2014-05-09,25.0,5.3,5000000.0,10537341.0,1.0
dirty-wars,Dirty Wars,2013-06-07,76.0,8.2,,414559.0,0.0
camioneta-the-journey-of-one-american-school-bus-la,La Camioneta: The Journey of One American School Bus,2013-06-07,,,,,
national-theatre-live-the-audience,National Theatre Live: The Audience,2013-06-05,,,,4330068.0,
swan-lake-mariinsky-live,Swan Lake Mariinsky Live,2013-06-06,,,,,
olho-nu-(brazil),Olho Nu,2014-05-09,,,,2006.0,
as-cool-as-i-am,As Cool As I Am,2013-06-07,,,,,
eunmilhage-widaehage,Eunmilhage Widaehage,2013-06-05,,,,45286922.0,
yeh-jawaani-hai-deewani,Yeh Jawaani Hai Deewani,2013-05-31,,,8300000.0,50827466.0,
triumph-of-the-wall,Triumph of the Wall,2013-05-31,,,,,
wand-die,Die Wand,2013-05-31,,,,,
neighbors-(2013),Neighbors,2014-05-09,,,18000000.0,270944428.0,
kings-of-summer-the,The Kings of Summer,2013-05-31,,,,1362609.0,
east-the,The East,2013-05-31,,,6500000.0,3027956.0,
history-of-future-folk-the,The History of Future Folk,2013-05-31,,,,,
crazy-kind-of-love,Crazy Kind of Love,2013-05-31,,,,,
axe-giant-the-wrath-of-paul-bunyan,Axe Giant: The Wrath of Paul Bunyan,2013-05-31,,,,,
american-mary,American Mary,2013-05-31,46.0,8.2,,,2.0
globe-on-screen-henry-v,Globe On Screen Henry V,2013-05-30,,,,84739.0,
after-earth,After Earth,2013-05-31,33.0,3.9,130000000.0,251499665.0,1.0
cody-the-robosapien,Cody the Robosapien,2013-05-28,,,,3209.0,
i-do,I Do,2013-05-31,,,,,
vita-da-sogno-una-(italy)-(2013),Una vita da sogno,2013-05-24,,,,26270.0,
we-steal-secrets,We Steal Secrets: The Story of Wikileaks,2013-05-24,,,,602042.0,
hick,Hick,2012-05-11,28.0,6.9,,,2.0
picture-day,Picture Day,2013-05-24,,,,,
now-you-see-me,Now You See Me,2013-05-31,50.0,7.1,75000000.0,342769200.0,1.0
god-bless-america,God Bless America,2012-05-11,56.0,7.3,,926632.0,2.0
girl-in-progress,Girl in Progress,2012-05-11,45.0,6.0,,4580534.0,1.0
dragon-eyes,Dragon Eyes,2012-05-11,,,,,
dangerous-ishhq,Dangerous ISHHQ,2012-05-11,,,,,
penguins-3d,Penguins 3D,2013-05-24,,,,,
comme-un-chef,Comme un chef,2012-06-20,,,,5738990.0,
cup-the-(2011),The Cup,2012-05-11,,,,,
bonsai,Bonsai,2012-05-11,65.0,,,3027429.0,0.0
changing-the-game-(2012),Changing the Game,2012-05-11,,,,,
all-in-good-time,All in Good Time,2012-02-08,,,,283543.0,
bag-of-hammers-a,A Bag of Hammers,2012-05-11,,,,,
jackie-(netherlands),Jackie,2012-05-10,,,,1801170.0,
this-american-life-live,This American Life - Live,2012-05-10,,,,,
dark-shadows,Dark Shadows,2012-05-11,55.0,5.9,150000000.0,238202668.0,1.0
this-binary-universe,This Binary Universe,2012-05-04,,,,,
after-dark-action,After Dark Action,2012-05-11,,,,,
lyonnais-les,Les Lyonnais,2012-05-04,,,,20747278.0,
meeting-evil,Meeting Evil,2012-05-04,,,,,
patience-after-sebald,Patience,2012-05-09,75.0,,,,0.0
perfect-family-the,The Perfect Family,2012-05-04,,,,,
lol,LOL,2012-05-04,,,11000000.0,10477506.0,
juan-de-los-muertos,Juan de los Muertos,2012-05-04,,,,97509.0,
manda-yuvasi-(turkey)-(2015),Manda Yuvasi,2015-02-27,,,,226112.0,
mothers-day-(2011),Mother's Day,2012-05-04,,,,,
last-call-at-the-oasis,Last Call at the Oasis,2012-05-04,64.0,,,,1.0
incident-the,Asylum Blackout,2012-05-04,,,,,
le-leggi-del-desiderio-(italy)-(2015),Le leggi del desiderio,2015-02-27,,,,620658.0,
paavada,Paavada,2016-02-05,,,,27462.0,
met-opera-lulu,Met Opera: Lulu,2016-02-05,,,,53833.0,
misconduct,Misconduct,2016-02-05,24.0,6.5,11000000.0,2352511.0,2.0
lee-scratch-perry-s-vision-of-paradise,Lee Scratch Perry's Vision of Paradise,2016-02-05,,,,15663.0,
kotu-kedi-serafettin-(turkey),Kotu Kedi Ã…Å¾erafettin,2016-02-05,,,,1570334.0,
karski-i-wladcy-ludzkosci-(poland)-(2015),Karski i wladcy ludzkosci,2016-02-05,,,,5475.0,
hep-yek,Hep Yek,2016-02-05,,,,1033257.0,
ghayal-once-again,Ghayal Once Again,2016-02-05,,,,281755.0,
da-wei-lu-man-part-ii-(taiwan),Da wei lu man: Part II,2016-02-05,,,,2058893.0,
fourth-man-out,Fourth Man Out,2016-02-05,,,,,
hail-caesar-(2015),"Hail, Caesar!",2016-02-05,,,22000000.0,64220196.0,
dads-army,DadÃ¢â‚¬â„¢s Army,2016-02-05,38.0,5.9,,13152386.0,0.0
code-geass-boukoku-no-akito-final-itoshiki-monotachi-e-(japan)-(2016),Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,2016-02-05,,,,369062.0,
arribenos-(argentina)-(2016),ArribeÃƒÂ±os,2016-02-05,,,,1031.0,
american-dreamer-the,The American Dreamer,2016-02-05,,,,160.0,
tschiller-off-duty-(germany),Tschiller: Off Duty,2016-02-04,,,,2821972.0,
ardennen-d-(belgium),DÃ¢â‚¬â„¢Ardennen,2016-01-06,,,,8324.0,
robinson-crusoe-(2015),Robinson Crusoe,2016-09-09,,,13000000.0,42446455.0,
xi-you-ji-zhi-sun-wu-kong-san-da-bai-gu-jing-(china)-(2016),Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,2016-02-05,,,60000000.0,194058503.0,
pride-and-prejudice-and-zombies,Pride and Prejudice and Zombies,2016-02-05,45.0,5.5,28000000.0,16638300.0,1.0
bangalore-naatkal,Bangalore Naatkal,2016-02-05,,,,23090.0,
fissa,Fissa,2016-02-04,,,,587896.0,
choe-gang-jeon-sa-mi-ni-teuk-gong-dae-yeong-ung-ui-tan-saeng,Choe-gang-jeon-sa Mi-ni-teuk-gong-dae: Yeong-ung-ui Tan-saeng,2016-02-04,,,,702457.0,
du-cheng-feng-yun-iii-(hong-kong),Du cheng feng yun III,2016-02-04,,,,182579909.0,
choice-the-(2015),The Choice,2016-02-05,,,,24324476.0,
as-zvaigzde-(lithuania),AÃ…Â¡ Ã…Â¾vaigÃ…Â¾dÃ„â€”,2018-02-02,,,,281070.0,
ang-dalawang-mrs-reyes-(philippines),Ang Dalawang Mrs. Reyes,2018-02-02,,,,46281.0,
5-cowok-jagoan-rise-of-the-zombies-(indonesia),5 Cowok Jagoan: Rise Of The Zombies,2018-02-02,,,,917.0,
around-india-with-a-movie-camera-(uk),Around India with a Movie Camera,2018-02-02,,,,1177.0,
allahyar-and-the-legend-of-markhor-(2018-pakistan),Allahyar and the Legend of Markhor,2018-02-02,,,,110000.0,
24-frames-before-and-after-lumiere-(iran),24 Frames: Before and After Lumiere,2018-02-02,,,,37046.0,
between-land-and-sea-(ireland),Between Land and Sea,2018-02-02,,,,34715.0,
sono-tornato-(italy),Sono tornato,2018-02-01,,,,2800810.0,
kleine-hexe-die-(germany),Die Kleine Hexe,2018-02-01,,,,12923668.0,
shi-kong-tou-du-shao-nu-(china),Shi Kong Tou Du Shao Nu,2018-02-01,,,,175696.0,
adrenochrome,Adrenochrome,2018-02-01,,,,,
nan-ji-jue-lian-(china),Nan Ji Jue Lian,2018-02-02,,,,37013430.0,
yeomlyeok-(s-korea)-(2018),Yeomlyeok,2018-01-31,,,,7001564.0,
selbst-(russia),Selbst,2018-02-01,,,,4028984.0,
yoake-tsugeru-ru-no-uta-(japan)-(2018),Yoake tsugeru RÃƒÂ» no uta,2018-05-11,,,,176808.0,
maya-the-bee-the-honey-games-(germany),Maya the Bee: The Honey Games,2018-01-30,,,,10055367.0,
tuche-3-les-(france),Les Tuche 3,2018-01-31,,,,47427990.0,
joseon-myungtamjung-heubhyeolgwimaui-bimil-(south-korea),Joseon Myungtamjung: Heubhyeolgwimaui Bimil,2018-02-16,,,,18708399.0,
just-charlie-(uk),Just Charlie,2018-01-30,,,,,
xiong-chu-mei-zhi-bian-xing-ji-(china),Xiong Chu Mei Zhi Bian Xing Ji,2018-01-27,,,,96784216.0,
wu-du-kong-jian-(china),Wu Du Kong Jian,2018-01-26,,,,17177.0,
mai-bing-bing-(china),Mai Bing Bing,2018-01-27,,,,933589.0,
southland-tales,Southland Tales,2007-11-14,44.0,6.2,17000000.0,364607.0,2.0
85-the-greatest-team-in-football-history,Ã¢â‚¬Ëœ85 The Greatest Team in Football History,2018-01-29,,,,,
war-dance,War Dance,2007-11-09,68.0,7.0,,115928.0,1.0
sensation-of-sight-the,The Sensation of Sight,2007-11-09,,,,,
mr-blue-sky,Mr. Blue Sky,2007-11-09,,,,,
saawariya,Saawariya,2007-11-09,,,,20052456.0,
steal-a-pencil-for-me,Steal a Pencil for Me,2007-11-09,69.0,,,,0.0
p2,P2,2007-11-09,37.0,3.5,,10186668.0,2.0
life-of-reilly-the,The Life of Reilly,2007-11-09,,,,,
no-country-for-old-men,No Country for Old Men,2007-11-09,91.0,7.9,25000000.0,164035753.0,2.0
lions-for-lambs,Lions for Lambs,2007-11-09,47.0,5.0,35000000.0,63211088.0,2.0
holly,Holly,2007-11-09,51.0,6.8,3000000.0,,2.0
ill-believe-you,I'll Believe You,2007-11-09,,,,,
christmas-in-wonderland,Christmas in Wonderland,2007-11-09,,,,,
choking-man,Choking Man,2007-11-09,,,,,
after-dark-horrorfest-2007-8-more-films-to-die-for,After Dark HorrorFest 2007: 8 More Films to Die For,2007-11-09,,,,,
electric-apricot,Electric Apricot,2007-11-09,,,,,
om-shanti-om,Om Shanti Om,2007-11-09,,,,37743074.0,
education-of-charlie-banks-the,The Education of Charlie Banks,2007-11-07,,,,,
tracey-fragments-the,The Tracey Fragments,2007-11-02,,,,,
bon-jovi-lost-highway-the-concert,Bon Jovi: Lost Highway - The Concert,2007-11-06,,,,,
commune-paris-1871-la-(2000-france),La commune,2007-11-07,,,,,
surviving-my-mother,Surviving My Mother,2007-11-02,,,,,
fred-claus,Fred Claus,2007-11-09,42.0,8.1,,97837638.0,1.0
park,Park,2007-11-02,,,,,
cuatreros-(argentina)-(2016),Cuatreros,2017-02-03,,,,4156.0,
quantum-hoops,Quantum Hoops,2007-11-02,,,,,
comedian-the-(2017),The Comedian,2017-02-03,,,15000000.0,,
chapter-and-verse,Chapter & Verse,2017-02-03,,,,,
bogan-(india),Bogan,2017-02-03,,,,56760.0,
american-violence,American Violence,2017-02-03,,,,,
smetto-quando-voglio-masterclass-(italy),Smetto Quando Voglio - Masterclass,2017-02-02,,,,3462915.0,
bolshoi-ballet-2017-swan-lake,Bolshoi Ballet 2017 Swan Lake,2017-02-03,,,,,
dark-night-(2017),Dark Night,2017-02-03,,,,362.0,
toc-transtornada-obsessiva-compulsiva-(brazil),TOC: Transtornada Obsessiva Compulsiva,2017-02-02,,,,559948.0,
lego-batman-movie-the,The Lego Batman Movie,2017-02-10,,,80000000.0,310570560.0,
jojakdwen-doshi-(south-korea),Jojakdwen doshi,2017-02-24,,,,18755496.0,
cure-for-wellness-a,A Cure for Wellness,2017-02-17,,,,24456980.0,
corki-dancingu-(poland),CÃƒÂ³rki dancingu,2017-02-01,,,,102986.0,
royal-opera-2016-17-il-trovatore,Royal Opera 2016/17 Il Trovatore,2017-01-30,,,,552871.0,
saving-faith,Saving Faith,2017-01-28,,,,,
game-changer-the-(china),The Game Changer,2017-01-28,,,,14875966.0,
heartbeats,Heartbeats,2017-01-28,70.0,7.3,,41020.0,0.0
sticky-notes,Sticky Notes,2017-02-01,,,,,
zero-3-(lithuania)-(2017),Zero 3,2017-01-27,,,,1146979.0,
xi-you-fu-yao-pian-(china),Xi You Fu Yao Pian,2017-02-03,,,,248805149.0,
vapor-(argentina)-(2017),Vapor,2017-01-27,,,,2239.0,
white-king-the-(uk),The White King,2017-01-27,,,,2912.0,
valija-de-benavidez-la-(argentina)-(2016),La valija de Benavidez,2017-01-27,,,,24381.0,
mumbai-meri-jaan,Mumbai Meri Jaan,2008-08-22,,,,,
wald-vor-lauter-baumen-der-(germany),Der Wald vor lauter BÃƒÂ¤umen,2017-01-27,,,,,
tamano-si-importa-el-(mexico),El TamaÃƒÂ±o SÃƒÂ­ Importa,2017-01-27,,,,1547909.0,
mommas-man,Momma's Man,2008-01-18,84.0,5.0,,,0.0
i-o-u-s-a,I.O.U.S.A.,2008-08-21,,,,,
house-bunny-the,The House Bunny,2008-08-22,,,25000000.0,71390601.0,
hamlet-2,Hamlet 2,2008-08-22,54.0,6.3,9000000.0,4934104.0,2.0
longshots-the,The Longshots,2008-08-22,,,23000000.0,11778396.0,
fifth-commandment-the,The Fifth Commandment,2008-08-22,,,,,
errand-of-angels-the,The Errand of Angels,2008-08-22,,,,,
rocker-the,The Rocker,2008-08-20,,,15000000.0,8767338.0,
amor-letra-por-letra,"Amor, Letra por Letra",2008-08-22,,,,,
cthulhu,Cthulhu,2008-06-14,,,,,
death-race-(2008),Death Race,2008-08-22,,,65000000.0,72516819.0,
vicky-cristina-barcelona,Vicky Cristina Barcelona,2008-08-15,70.0,7.0,16000000.0,104504817.0,1.0
patti-smith-dream-of-life,Patti Smith: Dream of Life,2008-08-15,66.0,7.0,,138494.0,0.0
star-wars-the-clone-wars,Star Wars: The Clone Wars,2008-08-15,35.0,5.7,8500000.0,68695443.0,1.0
henry-poole-is-here,Henry Poole Is Here,2008-08-15,44.0,7.0,,1852777.0,1.0
fly-me-to-the-moon,Fly Me To the Moon,2008-08-15,,,25000000.0,43530281.0,
flyboys-the-(2008),The Flyboys,2008-08-15,,,,,
god-tussi-great-ho,God Tussi Great Ho,2008-08-15,,,,2874504.0,
mirrors,Mirrors,2008-08-15,35.0,7.5,35000000.0,77220596.0,2.0
bachna-ae-haseeno,Bachna Ae Haseeno,2008-08-15,,,,7202166.0,
fille-coupee-en-deux-la,La fille coupÃƒÂ©e en deux,2008-08-15,,,,7909658.0,
talento-de-barrio,Talento de Barrio,2008-08-14,,,,,
rise-and-fall-of-miss-thang-the,The Rise and Fall of Miss Thang,2008-08-14,,,10000.0,,
invention-of-lying-the,The Invention of Lying,2009-10-02,,,18500000.0,32714818.0,
anita-o-day-the-life-of-a-jazz-singer,Anita O'Day: The Life of a Jazz Singer,2008-08-15,,,,,
fallen-idol-the-yuri-gagarin-conspiracy,Fallen Idol: The Yuri Gagarin Conspiracy,2009-10-02,,,,,
do-knot-disturb,Do Knot Disturb,2009-10-02,,,,6173384.0,
afterschool,Afterschool,2009-10-02,66.0,6.2,,,0.0
chelsea-on-the-rocks,Chelsea on the Rocks,2009-10-02,57.0,,,,2.0
american-journey-an,An American Journey,2009-10-02,,,,,
whats-your-raashee,What's Your Raashee?,2009-09-25,,,,2232500.0,
providence-effect-the,The Providence Effect,2009-09-25,,,,,
surrogates-the,Surrogates,2009-09-25,,,80000000.0,119668350.0,
paranormal-activity,Paranormal Activity,2009-09-25,68.0,5.9,450000.0,194183034.0,2.0
i-hope-they-serve-beer-in-hell,I Hope They Serve Beer in Hell,2009-09-25,26.0,4.5,7000000.0,1429453.0,2.0
